index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred
709,attribute_comparison,poster,A merketing comoany wants to get 2 posters of different sizes. 321 ml of ink is required for the smaller poster.,Printing of large poster requires more amount of ink as compared to printing of small posters.,"{'question_text': 'What could be the amount of ink required for the larger poster?', 'options': [{'A': 307}, {'B': 289}, {'C': 362}, {'D': 323}], 'value_answer': [362, 323], 'option_answer': ['C', 'D'], 'other': {'given_value': 321, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the amount of ink required for the larger poster?,"[{'A': 307}, {'B': 289}, {'C': 362}, {'D': 323}]","[362, 323]","['C', 'D']",Sidharth,"[307, 323]"
1243,non_numerical,wild_animals,"When Ashton and his friends visited a wildlife national park, they saw an animal approaching them.",Only wild animals are found in wildlife sanctuaries.,"{'question_text': 'What could be the animal that was approching the vehicle that Ashton was sitting in?', 'options': [{'A': 'Lion'}, {'B': 'Elephant'}, {'C': 'Cow'}, {'D': 'Pet dog'}], 'value_answer': ['Lion', 'Elephant'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the animal that was approching the vehicle that Ashton was sitting in?,"[{'A': 'Lion'}, {'B': 'Elephant'}, {'C': 'Cow'}, {'D': 'Pet dog'}]","['Lion', 'Elephant']","['A', 'B']",Kevin,"[{'A': 'Lion'}, {'B': 'Elephant'}]"
154,attribute_comparison,school,Cameron lives in a city where 59 is the total number of schools.,Number of government run schools can not be more than the total number of schools.,"{'question_text': 'What could be the number of government run schools in the city?', 'options': [{'A': 49}, {'B': 65}, {'C': 64}, {'D': 61}, {'E': 'None'}], 'value_answer': [49], 'option_answer': ['A'], 'other': {'given_value': 59, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could be the number of government run schools in the city?,"[{'A': 49}, {'B': 65}, {'C': 64}, {'D': 61}, {'E': 'None'}]",[49],['A'],Neeraj,"[49, 65, 64, 61]"
699,attribute_comparison,ohms_law,"Jack performs an experiments on two circuits. Between the two circuits, one of them has a higher voltage applied. 2 is the resistance of the circuit with a higher voltage.",Voltage is directly proportional to resistance.,"{'question_text': 'What could be the resistance in circuit with low voltage?', 'options': [{'A': 6}, {'B': 1}, {'C': 2}, {'D': 3}, {'E': 'None'}], 'value_answer': [1], 'option_answer': ['B'], 'other': {'given_value': 2, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the resistance in circuit with low voltage?,"[{'A': 6}, {'B': 1}, {'C': 2}, {'D': 3}, {'E': 'None'}]",[1],['B'],Sidharth,"[1, 2, 3]"
1621,implicit_numerical_knowledge,triple,Isaac recently started his graduate program at ASU. He already spent 2 dollars buying pencils. To be prepared he bought pens and spent more than the triple amount of dollars he spent to buy pencils.,Triple means three times,"{'question_text': 'How many dollars Isaac could have spent on pens ?', 'options': [{'A': 7}, {'B': 2}, {'C': 10}, {'D': 3}, {'E': 'None'}], 'value_answer': [7, 10], 'option_answer': ['A', 'C'], 'other': {'given_value': 6, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many dollars Isaac could have spent on pens ?,"[{'A': 7}, {'B': 2}, {'C': 10}, {'D': 3}, {'E': 'None'}]","[7, 10]","['A', 'C']",Saurabh,"[7, 10]"
569,attribute_comparison,heat_and_area,There are two heating pads that Barrett has and they have different surface areas. The surfcae area of the heating pad with higher rate of heat transfer is 193 units.,The rate of heat transfer is directly proportional to the surface area through which the heat is being conducted.,"{'question_text': 'What could be the surface area of the other pad?', 'options': [{'A': 198}, {'B': 202}, {'C': 184}, {'D': 192}], 'value_answer': [184, 192], 'option_answer': ['C', 'D'], 'other': {'given_value': 193, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the surface area of the other pad?,"[{'A': 198}, {'B': 202}, {'C': 184}, {'D': 192}]","[184, 192]","['C', 'D']",Yamini,"[184, 192]"
1571,transaction,crates,Dock A initially had 22 crates and Dock B had 16 crates. A few crates were transferred from Dock B to Dock A.,When some items are transferred to others their quantity at the initial place decreases,"{'question_text': 'What can be the number of crates at Dock B?', 'options': [{'A': 11}, {'B': 12}, {'C': 20}, {'D': 19}], 'value_answer': [11, 12], 'option_answer': ['A', 'B'], 'other': {'given_value': 16, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What can be the number of crates at Dock B?,"[{'A': 11}, {'B': 12}, {'C': 20}, {'D': 19}]","[11, 12]","['A', 'B']",Neeraj,"[11, 12, 19]"
1352,non_numerical_sg,swimming,"Andrew went to a pool along with his friends. When he went to the pool, he didn't drown.",A person should learn swimming to not drown.,"{'question_text': ""What could be the skill due to which he didn't drown?"", 'options': [{'A': 'Skating'}, {'B': 'Swimming'}, {'C': 'Cooking'}, {'D': 'Flying'}], 'value_answer': ['Swimming'], 'option_answer': ['B'], 'other': {}}",What could be the skill due to which he didn't drown?,"[{'A': 'Skating'}, {'B': 'Swimming'}, {'C': 'Cooking'}, {'D': 'Flying'}]",['Swimming'],['B'],Sidharth,[Swimming]
1580,transaction,money,"Charles had 94 dollars initially and took some money from Victoria who initially had 195 dollars.Charles had a friend Victoria. Charles wanted to buy something but only had 94 dollars with her which was not sufficient, so Victoria who had initially 195 dollars gave Charles some money",When some money is transferred to others money with the giver decreases,"{'question_text': 'What could be the amount of money with Charles now?', 'options': [{'A': 80}, {'B': 70}, {'C': 60}, {'D': 110}, {'E': 'None'}], 'value_answer': [110], 'option_answer': ['D'], 'other': {'given_value': 94, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the amount of money with Charles now?,"[{'A': 80}, {'B': 70}, {'C': 60}, {'D': 110}, {'E': 'None'}]",[110],['D'],Neeraj,"[80, 70, 60, 110]"
573,attribute_comparison,heat_and_area,There are two heating pads that Arthur has and they have different surface areas. The surfcae area of the heating pad with lower rate of heat transfer is 134 units.,The rate of heat transfer is directly proportional to the surface area through which the heat is being conducted.,"{'question_text': 'What could be the surface area of the other heating pad?', 'options': [{'A': 135}, {'B': 130}, {'C': 132}, {'D': 129}], 'value_answer': [135], 'option_answer': ['A'], 'other': {'given_value': 134, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the surface area of the other heating pad?,"[{'A': 135}, {'B': 130}, {'C': 132}, {'D': 129}]",[135],['A'],Yamini,"[135, 132]"
1356,non_numerical_sg,tin_isotopes,Jonathan works in a lab on radioactive decomposition. He observed that an element was being formed from different decadence operations and that had many isotopes.,Tin has the maximum number of stable isotopes.,"{'question_text': 'What could have been the element?', 'options': [{'A': 'Tin'}, {'B': 'Copper'}, {'C': 'Boron'}, {'D': 'Carbon'}], 'value_answer': ['Tin'], 'option_answer': ['A'], 'other': {}}",What could have been the element?,"[{'A': 'Tin'}, {'B': 'Copper'}, {'C': 'Boron'}, {'D': 'Carbon'}]",['Tin'],['A'],Sidharth,"[Boron, Carbon]"
1508,non_numerical,root_vegetables,Hayden was interested in growing vegetables that grow under the ground.,Root vegetables like carrot are the fleshy enlarged root of a plant that is used as a vegetable.,"{'question_text': 'What could be the vegetables?', 'options': [{'A': 'potato'}, {'B': 'raddish'}, {'C': 'carrot'}, {'D': 'Ladies Finger'}], 'value_answer': ['potato', 'raddish', 'carrot'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the vegetables?,"[{'A': 'potato'}, {'B': 'raddish'}, {'C': 'carrot'}, {'D': 'Ladies Finger'}]","['potato', 'raddish', 'carrot']","['A', 'B', 'C']",Sivapriya,"[potato, radish, carrot]"
200,attribute_comparison,schedule_and_time ,Jose has to board a flight to Singapore at 7 o'clock and was able to succesfully catch the flight from JFK airport.,Passengers should arrive at the airport before the departure time.,"{'question_text': 'What could be the time when Jose arrived at the airport?', 'options': [{'A': 4}, {'B': 7}, {'C': 5}, {'D': 6}, {'E': 'None'}], 'value_answer': [4, 5, 6], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 7, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the time when Jose arrived at the airport?,"[{'A': 4}, {'B': 7}, {'C': 5}, {'D': 6}, {'E': 'None'}]","[4, 5, 6]","['A', 'C', 'D']",Kevin,"[4, 5, 6, 7]"
358,attribute_comparison,cylinder_and_volume,Hayden's has two cylindrical shaped bottles with same height. Volume of the bottle having larger radius is 25 units.,Volume of the cylinder is directly proportional to radius.,"{'question_text': 'What could be the volume of the other bottle ?', 'options': [{'A': 25}, {'B': 21}, {'C': 24}, {'D': 20}, {'E': 'None'}], 'value_answer': [21, 24, 20], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 25, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the volume of the other bottle ?,"[{'A': 25}, {'B': 21}, {'C': 24}, {'D': 20}, {'E': 'None'}]","[21, 24, 20]","['B', 'C', 'D']",Saurabh,"[25, 21, 24, 20]"
665,attribute_comparison,bad_tyre_2,"Isaac has two tyres of bicycle, one of them has travelled 241 miles and is which is in better condition than the other .",Condition of tyres is inversely proportional to distance travelled by the tyre.,"{'question_text': 'What could be the distance travelled by the other tyre?', 'options': [{'A': 258}, {'B': 231}, {'C': 246}, {'D': 249}, {'E': 'None'}], 'value_answer': [258, 246, 249], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 241, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the distance travelled by the other tyre?,"[{'A': 258}, {'B': 231}, {'C': 246}, {'D': 249}, {'E': 'None'}]","[258, 246, 249]","['A', 'C', 'D']",Sidharth,"[246, 249]"
1277,non_numerical,swim_animal,Graham was learning about animal evolution and was trying to figure out how different land animals have special characteristics like swimming or increased height. He saw that a particular animal cannot swim at all and had a particularly long neck.,"Camels, giraffes, porcupines, rhinos can't swim. Camels and giraffes are not exposed to such deep water during their lifetime due to their height and hence their physical adaptations were mainly focused on rest.","{'question_text': 'What could be the animal?', 'options': [{'A': 'crocodile'}, {'B': 'camel'}, {'C': 'rhino'}, {'D': 'giraffe'}], 'value_answer': ['crocodile'], 'option_answer': ['A'], 'other': {}}",What could be the animal?,"[{'A': 'crocodile'}, {'B': 'camel'}, {'C': 'rhino'}, {'D': 'giraffe'}]",['crocodile'],['A'],Yamini,"[camel, giraffe]"
13,attribute_comparison,area_and_resistance,Brandon's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 48 units.,Resistance is inversely proportional to the area of the metalic wire,"{'question_text': 'What could be the area of the other wire?', 'options': [{'A': 49}, {'B': 50}, {'C': 47}, {'D': 52}, {'E': 'None'}], 'value_answer': [49, 50, 52], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 48, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the area of the other wire?,"[{'A': 49}, {'B': 50}, {'C': 47}, {'D': 52}, {'E': 'None'}]","[49, 50, 52]","['A', 'B', 'D']",Neeraj,"[49, 50, 47, 52]"
1123,implicit_numerical_knowledge,circumference_and_radius,"Leon has his maths paper today. In one of the questions, it was told the circumference of a circle is 20 units.",Diameter of a circle is 7/22 times the circumference of the circle.,"{'question_text': ""What could have been the diameter of the circle that was mentioned in Leon's test?"", 'options': [{'A': 6}, {'B': 2}, {'C': 4}, {'D': 9}, {'E': 'None'}], 'value_answer': [9], 'option_answer': ['D'], 'other': {'given_value': 6, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the diameter of the circle that was mentioned in Leon's test?,"[{'A': 6}, {'B': 2}, {'C': 4}, {'D': 9}, {'E': 'None'}]",[9],['D'],Kevin,"[4, 6]"
1335,non_numericalSG,norway,"David lives in a place, where the day does not goes dark for approx six months.","In Norway, there is daylight for approximately 6 months","{'question_text': 'What could be the place?', 'options': [{'A': 'Mexico'}, {'B': 'Norway'}, {'C': 'USA'}, {'D': 'India'}], 'value_answer': ['India'], 'option_answer': ['D'], 'other': {}}",What could be the place?,"[{'A': 'Mexico'}, {'B': 'Norway'}, {'C': 'USA'}, {'D': 'India'}]",['India'],['D'],Sidharth,['Norway']
1179,non_numerical,domestic_animals,Jameson and his friends visited a nearby farm. He saw an animal ploughing the farm.,Domesticated animals are animals that have been selectively bred and genetically adapted over generations to live alongside humans.,"{'question_text': 'What could be the animal that Jameson saw in the farm ploughing?', 'options': [{'A': 'leopard'}, {'B': 'lion'}, {'C': 'bull'}, {'D': 'ox'}], 'value_answer': ['bull', 'ox'], 'option_answer': ['C', 'D'], 'other': {}}",What could be the animal that Jameson saw in the farm ploughing?,"[{'A': 'leopard'}, {'B': 'lion'}, {'C': 'bull'}, {'D': 'ox'}]","['bull', 'ox']","['C', 'D']",Kevin,['ox']
385,attribute_comparison,electricity_bill_power,Jonathan is managing the bill payment for an apartment building. He paid the electricity bill for two months May and June. In month May the apartment had lower electricity bill by usage of 22 watts of power.,Electricity bill amount is directly proportional to power usage.,"{'question_text': 'What could be the power usage of month June?', 'options': [{'A': 24}, {'B': 29}, {'C': 25}, {'D': 12}, {'E': 'None'}], 'value_answer': [24, 29, 25], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 22, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the power usage of month June?,"[{'A': 24}, {'B': 29}, {'C': 25}, {'D': 12}, {'E': 'None'}]","[24, 29, 25]","['A', 'B', 'C']",Saurabh,"[24, 25]"
89,attribute_comparison,cover,Andrew has to cover marble of area 48 units. He wants to cover the marbel with cloth in order to protect it from rain.,Cloth needs to be of larger area than the object it needs to cover,"{'question_text': 'What could be the area of the cloth that can completely cover the marble?', 'options': [{'A': 46}, {'B': 51}, {'C': 44}, {'D': 48}], 'value_answer': [51, 48], 'option_answer': ['B', 'D'], 'other': {'given_value': 48, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the area of the cloth that can completely cover the marble?,"[{'A': 46}, {'B': 51}, {'C': 44}, {'D': 48}]","[51, 48]","['B', 'D']",Neeraj,"[46, 51, 44]"
