index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred,TotalRes,Matches,GPT3Pred2List,ProbableFPLenth,FalsePositives
1549,non_numerical,polygon_angle,In a school there are blocks of different shapes to teach student's about different shapes and the angles in that particular shape. Dawson found out that a some of blocks have more than two angles.,A polygon encloses more than two angles.,"{'question_text': 'What could be the shape of the blocks?', 'options': [{'A': 'triangle'}, {'B': 'pentagon'}, {'C': 'square'}, {'D': 'round'}], 'value_answer': ['triangle', 'pentagon', 'square'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the shape of the blocks?,"[{'A': 'triangle'}, {'B': 'pentagon'}, {'C': 'square'}, {'D': 'round'}]","[""'triangle'"", ""'pentagon'"", ""'square'""]","['A', 'B', 'C']",Sidharth,"[triangle, pentagon]",3,0,"['triangle', 'pentagon']",2,-1
126,attribute_comparison,portion,"Bennett was playing cricket along with his friend with a heavy weighted ball, unfortunately they broke a glass which was of 36 pounds.",A portion of an object is less than the whole object,"{'question_text': 'What could be the weight of a broken piece?', 'options': [{'A': 35}, {'B': 37}, {'C': 41}, {'D': 42}], 'value_answer': [35], 'option_answer': ['A'], 'other': {'given_value': 36, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the weight of a broken piece?,"[{'A': 35}, {'B': 37}, {'C': 41}, {'D': 42}]",['35'],['A'],Neeraj,"[35, 37, 41, 42]",1,1,"['35', '37', '41', '42']",4,3
1013,implicit_numerical_knowledge,cards,Atlas went to shop to buy 4 card decks. The shopkeeper misheard and gave him card decks more than what he asked for.,"In a deck of cards, there are 52 cards","{'question_text': 'How many cards could he be having now?', 'options': [{'A': 216}, {'B': 224}, {'C': 192}, {'D': 200}, {'E': 'None'}], 'value_answer': [216, 224], 'option_answer': ['A', 'B'], 'other': {'given_value': 208, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many cards could he be having now?,"[{'A': 216}, {'B': 224}, {'C': 192}, {'D': 200}, {'E': 'None'}]","['216', '224']","['A', 'B']",Neeraj,"[216, 224, 192, 200]",2,2,"['216', '224', '192', '200']",4,2
1005,implicit_numerical_knowledge,cards,Andrew bought 2 decks of cards and started tearing all the face cards.,"In a deck of cards, there are 12 face cards","{'question_text': 'How many cards could Andrew tear?', 'options': [{'A': 29}, {'B': 4}, {'C': 16}, {'D': 24}, {'E': 'None'}], 'value_answer': [4, 16, 24], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 24, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many cards could Andrew tear?,"[{'A': 29}, {'B': 4}, {'C': 16}, {'D': 24}, {'E': 'None'}]","['4', '16', '24']","['B', 'C', 'D']",Neeraj,"[29, 4]",3,1,"['29', '4']",2,-1
1302,non_numerical_sg,cobbler,"Charles went to a club, where his shoe got torn. Then he had to go to get his shoe fixed",Job of cobbler is to fix the shoes,"{'question_text': 'Whose shop he could go to fix the problem?', 'options': [{'A': 'Cobbler'}, {'B': 'Tailor'}, {'C': 'Mechanic'}, {'D': 'Driver'}], 'value_answer': ['Cobbler'], 'option_answer': ['A'], 'other': {}}",Whose shop he could go to fix the problem?,"[{'A': 'Cobbler'}, {'B': 'Tailor'}, {'C': 'Mechanic'}, {'D': 'Driver'}]","[""'Cobbler'""]",['A'],Sidharth,Cobbler,1,0,['Cobbler'],1,0
164,attribute_comparison,teaching,There are 47 teachers in a school and a few administrative people.,Total staff is more than the teaching staff in a school,"{'question_text': 'What could be the total staff of the school?', 'options': [{'A': 50}, {'B': 39}, {'C': 44}, {'D': 53}], 'value_answer': [50, 53], 'option_answer': ['A', 'D'], 'other': {'given_value': 47, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the total staff of the school?,"[{'A': 50}, {'B': 39}, {'C': 44}, {'D': 53}]","['50', '53']","['A', 'D']",Neeraj,"[50, 53]",2,2,"['50', '53']",2,0
666,attribute_comparison,battery_time,Samuel is testing screen time of two mobiles. The mobile with higher on screen time has a battery of 6664 mAh.,Mobile on screen time is directly proportional to it's battery capacity.,"{'question_text': 'What could be the battery capacity of other device?', 'options': [{'A': 7381}, {'B': 6050}, {'C': 6942}, {'D': 7199}], 'value_answer': [6050], 'option_answer': ['B'], 'other': {'given_value': 6664, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the battery capacity of other device?,"[{'A': 7381}, {'B': 6050}, {'C': 6942}, {'D': 7199}]",['6050'],['B'],Sidharth,"[7381, 6050, 6942, 7199]",1,1,"['7381', '6050', '6942', '7199']",4,3
950,change_with_action,selling,There is a phone whose price before discount was 680 dollars. Jason brought that phone in a sale.,Selling price of an object decreases if discount is given,"{'question_text': 'What could be the discounted price of that phone?', 'options': [{'A': 750}, {'B': 600}, {'C': 700}, {'D': 650}], 'value_answer': [600, 650], 'option_answer': ['B', 'D'], 'other': {'given_value': 680, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the discounted price of that phone?,"[{'A': 750}, {'B': 600}, {'C': 700}, {'D': 650}]","['600', '650']","['B', 'D']",Neeraj,"[600, 650]",2,2,"['600', '650']",2,0
710,attribute_comparison,refraction,There are two transparent windows which have different refractive index. The speed of light on the window with a lower refractive index is 7.,Refractive index is inversely proportional to speed of light.,"{'question_text': 'What could be the speed of light in the other transparent object?', 'options': [{'A': 5}, {'B': 8}, {'C': 6}, {'D': 7}], 'value_answer': [8], 'option_answer': ['B'], 'other': {'given_value': 7, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the speed of light in the other transparent object?,"[{'A': 5}, {'B': 8}, {'C': 6}, {'D': 7}]",['8'],['B'],Sidharth,"[5, 8, 6]",1,1,"['5', '8', '6']",3,2
1374,non_numerical,bat_sleep,Julian read about an animal which can fly and sleep while hanging on the tree in upside down manner in an encyclopedia.,Animals like bats sleep while hanging on trees upside down.,"{'question_text': 'What could the animal be?', 'options': [{'A': 'pigeon'}, {'B': 'bat'}, {'C': 'owl'}, {'D': 'zebra'}], 'value_answer': ['bat'], 'option_answer': ['B'], 'other': {}}",What could the animal be?,"[{'A': 'pigeon'}, {'B': 'bat'}, {'C': 'owl'}, {'D': 'zebra'}]","[""'bat'""]",['B'],Saurabh,"[bat, owl]",1,0,"['bat', 'owl']",2,1
1393,non_numerical,electrician,John hired an electrician to fix an item in his home.,An electrician is a person who fixes problems related to electrical devices.,"{'question_text': 'What could be the item that he came to fix?', 'options': [{'A': 'garden'}, {'B': 'table'}, {'C': 'kitchen'}, {'D': 'fan'}], 'value_answer': ['fan'], 'option_answer': ['D'], 'other': {}}",What could be the item that he came to fix?,"[{'A': 'garden'}, {'B': 'table'}, {'C': 'kitchen'}, {'D': 'fan'}]","[""'fan'""]",['D'],Saurabh,[{'C': 'kitchen'}],1,0,"[""'C': 'kitchen'""]",1,0
1285,non_numericalSG,airplane_speed,"Greyson is an airplane design engineer, and is working on a design of new model of airplane, he was not able to make the airplane fly into the air because of the less speed.",An airplane runs at approx 200 mils per hour before take off,"{'question_text': 'What could be the speed of plane?', 'options': [{'A': '190'}, {'B': '250'}, {'C': '500'}, {'D': '400'}], 'value_answer': ['190'], 'option_answer': ['A'], 'other': {}}",What could be the speed of plane?,"[{'A': '190'}, {'B': '250'}, {'C': '500'}, {'D': '400'}]","[""'190'""]",['A'],Sidharth,"[250, 400]",1,0,"['250', '400']",2,1
552,attribute_comparison,elongation_and_tensile_strength,Noah conducted a survey on train accidents due to elongation of railway tracks where he observed that the elongation of metals change with tensile strength of metals. The tensile strength of the metal with less elongation is 38 units.,Elongation is inversely proportional to the tensile strength.,"{'question_text': 'What could be the tensile strength of the other metal?', 'options': [{'A': 42}, {'B': 38}, {'C': 34}, {'D': 41}], 'value_answer': [34], 'option_answer': ['C'], 'other': {'given_value': 38, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the tensile strength of the other metal?,"[{'A': 42}, {'B': 38}, {'C': 34}, {'D': 41}]",['34'],['C'],Yamini,"[42, 38]",1,0,"['42', '38']",2,1
1159,non_numerical,flying_object,Noah was playing on the floor and saw a flying object from the window.,"A human cannot fly but other objects like birds, plane and football can.","{'question_text': 'What could be flying object ?', 'options': [{'A': 'human'}, {'B': 'bird'}, {'C': 'plane'}, {'D': 'football'}], 'value_answer': ['bird', 'plane', 'football'], 'option_answer': ['B', 'C', 'D'], 'other': {}}",What could be flying object ?,"[{'A': 'human'}, {'B': 'bird'}, {'C': 'plane'}, {'D': 'football'}]","[""'bird'"", ""'plane'"", ""'football'""]","['B', 'C', 'D']",Himanshu,"[bird, plane]",3,0,"['bird', 'plane']",2,-1
913,change_with_action,hunting,There were 29 birds on a tree. Hunters fired at them and killed some of them.,Hunting reduces the number of birds,"{'question_text': 'How many birds could be remaining?', 'options': [{'A': 27}, {'B': 30}, {'C': 34}, {'D': 37}, {'E': 'None'}], 'value_answer': [27], 'option_answer': ['A'], 'other': {'given_value': 29, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many birds could be remaining?,"[{'A': 27}, {'B': 30}, {'C': 34}, {'D': 37}, {'E': 'None'}]",['27'],['A'],Neeraj,"[27, 30]",1,1,"['27', '30']",2,1
1123,implicit_numerical_knowledge,circumference_and_radius,"Leon has his maths paper today. In one of the questions, it was told the circumference of a circle is 20 units.",Diameter of a circle is 7/22 times the circumference of the circle.,"{'question_text': ""What could have been the diameter of the circle that was mentioned in Leon's test?"", 'options': [{'A': 6}, {'B': 2}, {'C': 4}, {'D': 9}, {'E': 'None'}], 'value_answer': [9], 'option_answer': ['D'], 'other': {'given_value': 6, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the diameter of the circle that was mentioned in Leon's test?,"[{'A': 6}, {'B': 2}, {'C': 4}, {'D': 9}, {'E': 'None'}]",['9'],['D'],Kevin,"[4, 9]",1,1,"['4', '9']",2,1
1265,non_numerical,fuel_car,Carson was going on a trip to Grand Canyon and suddenly the car ran out of fuel. He had to walk to a nearest gas station to get that fuel in a container.,The majority of motor vehicles worldwide are powered by gasoline or diesel. ,"{'question_text': 'What could be in the container?', 'options': [{'A': 'gasoline'}, {'B': 'diesel'}, {'C': 'air'}, {'D': 'biodiesel'}], 'value_answer': ['gasoline', 'diesel'], 'option_answer': ['A', 'B'], 'other': {}}",What could be in the container?,"[{'A': 'gasoline'}, {'B': 'diesel'}, {'C': 'air'}, {'D': 'biodiesel'}]","[""'gasoline'"", ""'diesel'""]","['A', 'B']",Yamini,"['gasoline', 'diesel']",2,2,"[""'gasoline'"", ""'diesel'""]",2,0
729,attribute_comparison,vol_cube,Nolan wanted to make some some ice for his soft drink. He fills water in two trays which he had. 189 ml of water was filled in smaller ice tray.,Volume of large cuboid is greater than volume of small cuboid.,"{'question_text': 'What could be the volume of water that could be needed to fill the smaller tray?', 'options': [{'A': 195}, {'B': 184}, {'C': 179}, {'D': 182}, {'E': 'None'}], 'value_answer': [195], 'option_answer': ['A'], 'other': {'given_value': 189, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the volume of water that could be needed to fill the smaller tray?,"[{'A': 195}, {'B': 184}, {'C': 179}, {'D': 182}, {'E': 'None'}]",['195'],['A'],Sidharth,"[195, 184, 179, 182]",1,1,"['195', '184', '179', '182']",4,3
1600,implicit_numerical_knowledge,percent,Dawson borrowed a loan of 20 thousand dollars and spent more than 50% of it in just setting up new infrastructure.,50% percent means half,"{'question_text': 'How many thousand dollars could be left with Dawson after spending on infrastructure?', 'options': [{'A': 8}, {'B': 13}, {'C': 14}, {'D': 10}], 'value_answer': [8], 'option_answer': ['A'], 'other': {'given_value': 10, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many thousand dollars could be left with Dawson after spending on infrastructure?,"[{'A': 8}, {'B': 13}, {'C': 14}, {'D': 10}]",['8'],['A'],Neeraj,"[8, 13, 14, 10]",1,1,"['8', '13', '14', '10']",4,3
825,attribute_comparison,strain_and_stress,Greyson elongated two rubber bands. The stress applied to a rubber band that experienced more elongation is 23 units.,The strain developed in an object is directly proportional to the stress applied.,"{'question_text': 'What could be the stress applied to the other rubber band?', 'options': [{'A': 21}, {'B': 19}, {'C': 23}, {'D': 25}, {'E': 'None'}], 'value_answer': [21, 19], 'option_answer': ['A', 'B'], 'other': {'given_value': 23, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the stress applied to the other rubber band?,"[{'A': 21}, {'B': 19}, {'C': 23}, {'D': 25}, {'E': 'None'}]","['21', '19']","['A', 'B']",Sivapriya,"[21, 19, 23, 25]",2,2,"['21', '19', '23', '25']",4,2
1234,non_numerical,train_travel,Hayden was eager for his vacation trip and decided to travel via train. He succesfully boarded the train which was scheduled to leave at 12:00 PM.,Passengers should arrive at the railway station before the train leaves.,"{'question_text': 'When could Hayden have arrived at the railway station?', 'options': [{'A': 'Before the boarding time'}, {'B': 'After the boarding time'}, {'C': 'One day after the boarding time'}, {'D': 'None'}], 'value_answer': ['Before the boarding time'], 'option_answer': ['A'], 'other': {}}",When could Hayden have arrived at the railway station?,"[{'A': 'Before the boarding time'}, {'B': 'After the boarding time'}, {'C': 'One day after the boarding time'}, {'D': 'None'}]","[""'Before the boarding time'""]",['A'],Kevin,['Before the boarding time'],1,1,"[""'Before the boarding time'""]",1,0
88,attribute_comparison,cover,Leo has to cover marble of area 20 units. He wants to cover the marbel with cloth in order to protect it from rain.,Cloth needs to be of larger area than the object it needs to cover,"{'question_text': 'What could be the area of the cloth that can completely cover the marble?', 'options': [{'A': 11}, {'B': 25}, {'C': 24}, {'D': 21}, {'E': 'None'}], 'value_answer': [25, 24, 21], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 20, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the area of the cloth that can completely cover the marble?,"[{'A': 11}, {'B': 25}, {'C': 24}, {'D': 21}, {'E': 'None'}]","['25', '24', '21']","['B', 'C', 'D']",Neeraj,"[25, 24]",3,2,"['25', '24']",2,-1
1113,implicit_numerical_knowledge,couple,There are more than 2 couples in a room.,A couple has 2 items,"{'question_text': 'How many people could be in the room?', 'options': [{'A': 6}, {'B': 1}, {'C': 3}, {'D': 4}, {'E': 'None'}], 'value_answer': [6], 'option_answer': ['A'], 'other': {'given_value': 4, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many people could be in the room?,"[{'A': 6}, {'B': 1}, {'C': 3}, {'D': 4}, {'E': 'None'}]",['6'],['A'],Saurabh,"[6, 4]",1,1,"['6', '4']",2,1
